hiding_date_vc,hiding_blz,hiding_rider,finder_date_vc,finder_blz,finder_rider,lat_degr,lon_degr,loc_desc,city,prov ,,,,,,,,,,
16-05-2019,40/329,Amauta,16-05-2019,40/329,FastEddy,53.056184,6.394974,tegen bakje Spannse Kerkhof,Veenhuizen,Dr,,,,,,,,,,
16-05-2019,40/330,FastEddy,17-05-2019,40/332,HermanK,52.993721,6.939705,onder draaischjf Museumweg,Stadskanaal,Gr,,,,,,,,,,
17-05-2019,40/333,HermanK,21-05-2019,40/335,DKP,50.88377,5.888416,in heg bij B&B Huiskenshof,Klimmen,Li,,,,,,,,,,
21-05-2019,40/335,DKP,24-05-2019,40/336,Carburateur,51.305884,4.181489,aan paal 60 km/h Engelbertusstraat,Nieuw-Namen,Ze,,,,,,,,,,
25-05-2019,40/337,Carburateur,25-05-2019,40/338,Bomba,51.955874,4.396488,aan struik p-terrein Kandelaarweg,Overschie,ZH,,,,,,,,,,
25-05-2019,40/338,Bomba,25-05-2019,40/338,Mitssz,51.954417,4.648202,onder steiger IJsseldijk-Noord,Ouderkerk a/d Ijssel,ZH,,,,,,,,,,
26-05-2019,40/339,Mitssz,27-05-2019,40/339,ootje,52.162621,4.35121,achter E-kast p-plaats wassenaarseslag,Wassenaar,ZH,,,,,,,,,,
27-05-2019,40/339,ootje,27-05-2019,40/340,Pendragon,52.583416,4.69065,achter kastje Kapellaan,Heiloo,NH,,,,,,,,,,
27-05-2019,40/340,Pendragon,29-05-2019,40/341,HighKing,52.533979,4.990168,tegen bord boerderijproducten Kleenweg,Kwadijk,NH,,,,,,,,,,
30-05-2019,40/341,HighKing,30-05-2019,40/342,ootje,53.201862,5.765956,aan poot kunstwerk B. Bekkerwei,Leeuwarden,Fr,,,,,,,,,,
30-05-2019,40/342,ootje,31-05-2019,40/343,Amauta,52.990392,5.493344,in bus aan hek Brekkenpaad,Nijhuizum,Fr,,,,,,,,,,
31-05-2019,40/343,Amauta,01-06-2019,40/343,MeanYellowBoy,52.808728,6.458427,aan uitzichtpunt Holtveen,Dwingelo,Dr,,,,,,,,,,
01-06-2019,40/344,MeanYellowBoy,02-06-2019,40/344,Okami_Xci,52.452171,6.191245,aan paal weg naar Colckhof,Laag Zuthem,Ov,,,,,,,,,,
02-06-2019,40/345,Okami_Xci,03-06-2019,40/346,Sjefman,51.400834,6.210892,aan paal grensbord Wesselseweg,Venlo,Li,,,,,,,,,,
04-06-2019,40/346,Sjefman,04-06-2019,40/347,ey-dzeej,51.871225,4.334471,aan paal Venkelweg,Hoogvliet,ZH,,,,,,,,,,
05-06-2019,40/348,ey-dzeej,05-06-2019,40/348,Mitssz,51.946149,4.428462,tegen slagboom Linarabaan,Rotterdam,ZH,,,,,,,,,,
05-06-2019,40/348,Mitssz,05-06-2019,40/349,ey-dzeej,52.020574,4.3431,achter oorlogsmonument 't Haantje,Rijswijk,ZH,,,,,,,,,,
06-06-2019,40/349,ey-dzeej,06-06-2019,40/349,ArendJan,51.963074,4.579162,tegen bijenhotel Grote Wielen,Rotterdam,ZH,,,,,,,,,,
06-06-2019,40/350,ArendJan,06-06-2019,40/350,Carburateur,51.915647,4.497136,tegen boom Maaskade,Rotterdam,ZH,,,,,,,,,,
06-06-2019,40/350,Carburateur,09-06-2019,40/352,Sjefman,51.624826,4.633755,aan paal p-plaats Zeedijk,Etten-Leur,NB,,,,,,,,,,
09-06-2019,40/352,Sjefman,11-06-2019,40/353,Deeffox,51.698909,4.865682,in bosje bij W. Letscherbrug,Geertruidenberg,NB,,,,,,,,,,
11-06-2019,40/353,Deeffox,12-06-2019,40/354,jaap43,51.822797,4.837206,tegen hek GSM-mast Tiendweg,Hardinxveld-Giessendam,ZH,,,,,,,,,,
12-06-2019,40/354,jaap43,13-06-2019,40/354,Coenster,52.098287,4.501098,aan paaltje p-plaats Geerweg,Zoeterwoude,ZH,,,,,,,,,,
13-06-2019,40/355,Coenster,13-06-2019,40/355,Artemecion,52.240595,4.678872,achter e-kast Oude Venneperweg,Burgerveen,NH,,,,,,,,,,
14-06-2019,40/355,Artemecion,14-06-2019,40/356,ootje,52.529682,4.712362,tegen kerkhofmuur Kerkbuurt,Uitgeest,NH,,,,,,,,,,
14-06-2019,40/356,ootje,14-06-2019,40/357,MeanYellowBoy,52.564066,4.660541,"in 35e knotwilg, Karhok",Castricum,NH,,,,,,,,,,
14-06-2019,40/358,MeanYellowBoy,15-06-2019,40/358,HermanK,52.552975,6.683931,in perk Duitslandweg,Venebrugge,Ov,,,,,,,,,,
15-06-2019,40/359,HermanK,16-06-2019,40/360,FastEddy,52.880826,6.646292,"in heg bij school, Schoolweg",Elp,Dr,,,,,,,,,,
16-06-2019,40/360,FastEddy,19-06-2019,40/361,MeanYellowBoy,53.036665,7.080403,aan reling ter Wuppingerweg,Onstwedde,Gr,,,,,,,,,,
20-06-2019,40/362,MeanYellowBoy,20-06-2019,40/363,ootje,52.373383,4.888765,in bloembak Raadhuisstraat/Singel,Amsterdam,NH,,,,,,,,,,
20-06-2019,40/363,ootje,21-06-2019,40/364,Coenster,52.548793,4.906591,aan hek KDV Ootje Tontel,Middenbeemster,NH,,,,,,,,,,
21-06-2019,40/364,Coenster,22-06-2019,40/364,jaap43,52.106883,4.738809,"aan lantaarnpaal, Ziendeweg",Zwammerdam,ZH,,,,,,,,,,
22-06-2019,40/365,jaap43,22-06-2019,40/365,pdv_moto,51.702538,4.63414,aan reling brug Goederenspoorweg,Moerdijk,NB,,,,,,,,,,
23-06-2019,40/365,pdv_moto,26-06-2019,40/368,MIA,51.535711,3.478532,aan lantaarnpaal hoek Baaiweg,Aagtekerke,Ze,,,,,,,,,,
29-06-2019,40/366,Deeffox,01-07-2019,40/371,Carburateur,51.808512,4.688565,in heg Boeroestraat,Dordrecht,ZH,,,,,,,,,,
01-07-2019,40/372,Carburateur,02-07-2019,40/372,Deeffox,51.860453,4.639188,aan lantaarnpaal Oostmolendijk,Ridderkerk,ZH,,,,,,,,,,
02-07-2019,40/373,Deeffox,02-07-2019,40/374,Coenster,51.799669,4.932294,onder kunstwerk Fort Altena,Werkendam,NB,,,,,,,,,,
03-07-2019,40/374,Coenster,03-07-2019,40/374,Roeleey,52.29402,4.958083,"in gang toren G, UMC, Meibergdreef",Amsterdam,NH,,,,,,,,,,
03-07-2019,40/374,Roeleey,04-07-2019,40/375,BSI,52.294025,4.958141,"kamer 107, UMC, Meibergdreef",Amsterdam,NH,,,,,,,,,,
04-07-2019,40/375,BSI,05-07-2019,40/376,Bomba,52.172538,5.593621,tegen boom kruispunt,Voorthuizen,Ge,,,,,,,,,,
05-07-2019,40/376,Bomba,06-07-2019,40/377,Arriens,51.989052,6.136042,aan hekpaal Ganzepoelweg,Angerlo,Ge,,,,,,,,,,
06-07-2019,40/377,Arriens,06-07-2019,40/377,Raviel,51.899572,6.209353,aan paaltje Peekerweg,Beek,Ge,,,,,,,,,,
06-07-2019,40/377,Raviel,07-07-2019,40/378,BSI,51.879304,6.048991,onder struik Lobberdenseweg,Pannerden,Ge,,,,,,,,,,
07-07-2019,40/378,BSI,08-07-2019,40/379,pdv_moto,52.221161,6.86289,in heg bij HS-mast H. ter Kuilesraat,Enschede,Ov,,,,,,,,,,
08-07-2019,40/380,pdv_moto,09-07-2019,40/380,ootje,51.531839,3.459606,aan paal voorrangskruising Rijkseweg,Westkapelle,Ze,,,,,,,,,,
09-07-2019,40/381,ootje,09-07-2019,40/381,jaap43,51.955346,4.694291,aan hek E-huis Graafkade,Berkenwoude,ZH,,,,,,,,,,
10-07-2019,40/381,jaap43,10-07-2019,40/382,WillyvD,51.757818,4.623709,aan damwand waterinlaat Kilweg,s-Gravendeel,ZH,,,,,,,,,,
11-07-2019,40/382,WillyvD,11-07-2019,40/383,Sjefman,51.641228,4.473394,aan hek bij sloot Kastanjelaan,Fijnaart,NB,,,,,,,,,,
11-07-2019,40/383,Sjefman,12-07-2019,40/384,pdv_moto,52.386178,5.21867,aan paaltje Rie Mastenbroekpad,Almere,Fl,,,,,,,,,,
12-07-2019,40/384,pdv_moto,12-07-2019,40/385,FastEddy,53.013165,6.909627,achter kastje Boerveensemond,Stadskanaal,Gr,,,,,,,,,,
13-07-2019,40/385,FastEddy,13-07-2019,40/386,pdv_moto,53.005363,7.196327,in struik bij poort Bisschopsweg,Bortange,Gr,,,,,,,,,,
13-07-2019,40/386,pdv_moto,13-07-2019,40/386,Raviel,51.894168,6.052076,aan paal uitzichtpunt Beuningsestraat,Aerdt,Ge,,,,,,,,,,
13-07-2019,40/387,Raviel,14-07-2019,40/387,pdv_moto,51.889532,6.089267,aan paal kruisbeeld Heuvelakkersestraat,Aerdt,Ge,,,,,,,,,,
14-07-2019,40/388,pdv_moto,19-07-2019,40/390,Okami_Xci,51.536606,3.436728,in struik op dijk N287,Westkapelle,Ze,,,,,,,,,,
20-07-2019,40/390,Okami_Xci,21-07-2019,40/391,pdv_moto,50.966929,5.939136,"tegen lantaarnpaal 210, Geerweg",Bingelrade,Li,,,,,,,,,,
21-07-2019,40/391,pdv_moto,22-07-2019,40/392,Sjefman,52.461163,4.644465,"in heg bij Landhuis Velserbeek, ",Velzen-Zuid,NH,,,,,,,,,,
22-07-2019,40/393,Sjefman,26-07-2019,40/394,Deeffox,51.485605,4.500656,in boomvork langs het Dreefje,Schijf,NB,,,,,,,,,,
26-07-2019,40/394,Deeffox,27-07-2019,40/394,jaap43,51.770175,4.628969,aan hek waterinlaat Wieldrechtse Zeedijk,Dordrecht,ZH,,,,,,,,,,
27-07-2019,40/395,jaap43,28-07-2019,40/395,ronk,52.019123,4.67918,achter boomstronk P-terrein Stoofkade,Waddinxveen,ZH,,,,,,,,,,
28-07-2019,40/395,ronk,28-07-2019,40/396,Deeffox,51.860232,4.980158,"aan hek MC de Bougie, Vlietsekade",Arkel,ZH,,,,,,,,,,
29-07-2019,40/396,Deeffox,29-07-2019,40/397,Outdoor Man,51.83404,4.758819,aan hek bij E-huisje Parallelweg,Sliedrecht,ZH,,,,,,,,,,
29-07-2019,40/397,Outdoor Man,29-07-2019,40/397,Coenster,52.307566,4.874413,onder boomstam Park Bankras,Amstelveen,NH,,,,,,,,,,
30-07-2019,40/398,Coenster,30-07-2019,40/398,Outdoor Man,52.131538,4.986624,aan paaltje P-terrein Polderweg,Utrecht,Ut,,,,,,,,,,
30-07-2019,40/398,Outdoor Man,30-07-2019,40/398,Coenster,52.316358,4.842258,onder bruggetje J.P.Thijsepark,Amstelveen,NH,,,,,,,,,,
30-07-2019,40/398,Coenster,30-07-2019,40/399,Outdoor Man,52.337442,4.639164,in heg p-plaats gemaal Cruquius,Cruquius,NH,,,,,,,,,,
31-07-2019,40/400,Outdoor Man,31-07-2019,40/400,HermanK,52.580616,5.756679,aan struik Ketelmeerhaven,Dronten,Fl,,,,,,,,,,
31-07-2019,40/400,HermanK,01-08-2019,40/402,MeanYellowBoy,52.517192,6.419932,in heg p-plaats Zwolseweg,Ommen,Ov,,,,,,,,,,
02-08-2019,40/402,MeanYellowBoy,02-08-2019,40/403,Amauta,52.710634,5.763858,tussen palen op rotonde Langedreef,Emmeloord,Fl,,,,,,,,,,
02-08-2019,40/403,Amauta,02-08-2019,40/403,pdv_moto,53.350236,5.86665,aan poot gemeentebord Farreweij,Blije,Fr,,,,,,,,,,
03-08-2019,40/404,pdv_moto,04-08-2019,40/405,Sjefman,51.533664,3.445734,aan poot gemeentebord Noordweg,Westkapelle,Ze,,,,,,,,,,
04-08-2019,40/405,Sjefman,04-08-2019,40/406,pdv_moto,51.65083,4.17675,aan paal natuurgebied Krammersluizen,Bruinisse,Ze,,,,,,,,,,
05-08-2019,40/406,pdv_moto,05-08-2019,40/407,Roeleey,52.298202,4.984223,tegen laatste plataan Vianenstraat,Amsterdam,NH,,,,,,,,,,
05-08-2019,40/407,Roeleey,05-08-2019,40/407,Coenster,52.285399,5.004,hangend aan boot Gein-Noord,Abcoude,Ut,,,,,,,,,,
05-08-2019,40/408,Coenster,06-08-2019,40/408,BSI,52.242668,4.851012,aan einde uitstroomgoot gemaal Legmeer,Amstelveen,NH,,,,,,,,,,
06-08-2019,40/409,BSI,06-08-2019,40/409,Marsian,52.229848,5.394048,in struik bij TOP de Kooi,Bunschoten,Ut,,,,,,,,,,
06-08-2019,40/410,Marsian,07-08-2019,40/410,HermanK,52.365938,5.608042,achter standbeeld Vruchtbaarheid,Zeewolde,Fl,,,,,,,,,,
07-08-2019,40/411,HermanK,07-08-2019,40/412,Outdoor Man,52.515487,5.722689,in struik Campellhof,Dronten,Fl,,,,,,,,,,
07-08-2019,40/412,Outdoor Man,07-08-2019,40/413,Coenster,52.293845,4.878188,achter afvalbak P&R N522,Amstelveen,NH,,,,,,,,,,
08-08-2019,40/414,Coenster,08-08-2019,40/414,pdv_moto,52.125316,5.021886,aan paal hoogste portaal,Maarssen,Ut,,,,,,,,,,
08-08-2019,40/414,pdv_moto,08-08-2019,40/416,Mitssz,52.006044,6.333933,achter E-kast rotonde Hummeloseweg,Zelhem,Ge,,,,,,,,,,
09-08-2019,40/417,Mitssz,09-08-2019,40/417,Hans89,51.935461,4.406158,aan hek van Vlissingenstraat,Schiedam,ZH,,,,,,,,,,
09-08-2019,40/417,Hans89,10-08-2019,40/417,jaap43,51.90626,4.584632,aan hek toegang Stormpolder Vloedbos,Krimpen aan den IJssel,ZH,,,,,,,,,,
10-08-2019,40/418,jaap43,10-08-2019,40/418,Meifesto,51.988693,4.384929,in populier Thijsseweg,Delft,ZH,,,,,,,,,,
10-08-2019,40/418,Meifesto,10-08-2019,40/418,Hans89,51.852741,4.469098,in boom Koedoodpad,Rhoon,ZH,,,,,,,,,,
10-08-2019,40/419,Hans89,11-08-2019,40/419,Meifesto,51.8879,4.639233,aan hek oude gemaal Overwaard,Kinderdijk,ZH,,,,,,,,,,
11-08-2019,40/419,Meifesto,11-08-2019,40/420,Ronald_010,51.863611,4.513158,aan GSM-mast Carnisseweg,Barendrecht,ZH,,,,,,,,,,
11-08-2019,40/420,Ronald_010,12-08-2019,40/421,Hans89,51.354631,6.045528,aan poot rotondebord Oude Heldenseweg,Maasbree,Li,,,,,,,,,,
12-08-2019,40/421,Hans89,13-08-2019,40/422,Bomba,51.906428,4.625751,aan steiger surfplas Krimpernerhout,Krimpen aan den Lek,ZH,,,,,,,,,,
13-08-2019,40/423,Bomba,13-08-2019,40/423,Hans89,52.070504,4.856077,in berm Waardsedijk,Woerden,Ut,,,,,,,,,,
13-08-2019,40/424,Hans89,14-08-2019,40/424,Outdoor Man,51.954802,4.442401,tegen pijler Staketsel bistro Waalhaven,Rotterdam,ZH,,,,,,,,,,
14-08-2019,40/425,Outdoor Man,14-08-2019,40/425,Hans89,52.334618,5.065882,bij hek fort Westbatterij,Muiden,NH,,,,,,,,,,
15-08-2019,40/426,Hans89,16-08-2019,40/427,jaap43,51.970923,4.124366,in struik landtong Rozenburg,Rozenburg,ZH,,,,,,,,,,
16-08-2019,40/427,jaap43,16-08-2019,40/427,Hans89,51.920122,4.743084,tegen hekpost Wetering-Oost,Lekkerkerk,ZH,,,,,,,,,,
16-08-2019,40/428,Hans89,17-08-2019,40/428,Carburateur,51.978275,4.652518,tegen brugleuning bij gemaal A. Kroes,Moordrecht,ZH,,,,,,,,,,
18-08-2019,40/429,Carburateur,18-08-2019,40/429,Ronny Rabbelaar,51.50875,5.381428,achter E-huis Ph. Van der Goesstraat,Best,NB,,,,,,,,,,
19-08-2019,40/430,Ronny Rabbelaar,19-08-2019,40/431,frankivo,53.358131,6.566975,"tegen paaltje, onder de Damsterweg",Warffum,Gr,,,,,,,,,,
19-08-2019,40/431,frankivo,19-08-2019,40/431,FastEddy,52.934797,6.927464, balk gebroken lijn Drentse Mondenweg,1e Exloërmond,Dr,,,,,,,,,,
20-08-2019,40/432,FastEddy,20-08-2019,40/433,Ronny Rabbelaar,52.823787,7.041824,onder trap Schuilmijt,Emmer-Compascuum,Dr,,,,,,,,,,
21-08-2019,40/433,Ronny Rabbelaar,21-08-2019,40/434,Amauta,53.275757,6.850845,tegen kabouterpaaltje Kabouterpad,Tjuchem (Steendam),Gr,,,,,,,,,,
21-08-2019,40/434,Amauta,22-08-2019,40/435,Roeleey,53.281857,6.271423,aan lantaarnpaal Wester Waarddijk,Pieterzijl,Gr,,,,,,,,,,
23-08-2019,40/436,Roeleey,24-08-2019,40/437,pdv_moto,51.490956,4.739709,tegen afvalbak p-plaats Hazeldonk,Rijsbergen,NB,,,,,,,,,,
24-08-2019,40/437,pdv_moto,28-08-2019,40/440,Sjefman,51.548734,3.460537,aan paal verkeersbord Baaiweg,Domburg,Ze,,,,,,,,,,
28-08-2019,40/441,Sjefman,29-08-2019,40/442,Hans89,51.453811,4.309585,"tegen boom Beukendreef, Mattemburg",Hoogerheide,NB,,,,,,,,,,
29-08-2019,40/442,Hans89,29-08-2019,40/442,pdv_moto,51.695543,4.436467,onder aan versprerring Singel,Willemstad,NB,,,,,,,,,,
29-08-2019,40/443,pdv_moto,30-08-2019,40/444,Sjefman,51.428633,4.224617,"bij paaltje fietsroute, carpool Oesterdam",Rilland,Ze,,,,,,,,,,
30-08-2019,40/444,Sjefman,30-08-2019,40/444,Hans89,51.67979,4.636188,tegen struik aan de Lapdijk,Moerdijk,NB,,,,,,,,,,
30-08-2019,40/444,Hans89,31-08-2019,40/445,Meifesto,51.904466,4.467391,"tegen muur Maastunnel, Parkhaven",Rotterdam,ZH,,,,,,,,,,
31-08-2019,40/445,Meifesto,31-08-2019,40/445,Hans89,51.921788,4.580852,in boomstronk Dief en Duifhuis,Capelle aan den Ijssel,ZH,,,,,,,,,,
31-08-2019,40/445,Hans89,01-09-2019,40/446,jaap43,51.953621,4.641348,"onder infobord, dubbeltje …, Groenendijk",Nieuwerkerk a/d Ijssel,ZH,,,,,,,,,,
01-09-2019,40/446,jaap43,01-09-2019,40/446,Bomba,52.01406,4.803425,achter buis sluisje Steinsedijk,Haastrecht,ZH,,,,,,,,,,
01-09-2019,40/446,Bomba,02-09-2019,40/447,Roeleey,52.074823,4.917908,in knotwilg zijweg Cattenburgerdijk,Woerden,Ut,,,,,,,,,,
02-09-2019,40/447,Roeleey,03-09-2019,40/448,HighKing,52.352389,5.192761,"in poot HS-mast, Videostraat",Almere,Fl,,,,,,,,,,
03-09-2019,40/448,HighKing,04-09-2019,40/449,ootje,52.441768,4.753419,onder boomstronk Molen de Paauw,Assendelft,NH,,,,,,,,,,
04-09-2019,40/449,ootje,04-09-2019,40/449,Coenster,52.418382,4.983616,tegen beschoeiing gemaaltje Brekergouw,Zunderdorp,NH,,,,,,,,,,
05-09-2019,40/450,Coenster,05-09-2019,40/450,Roeleey,52.125761,5.067036,"aan hekje Stadstuin, Daalseweg",Maarssen,Ut,,,,,,,,,,
05-09-2019,40/450,Roeleey,05-09-2019,40/451,Artemecion,52.55734,4.609159,tegen paal infobord,Castricum aan Zee,NH,,,,,,,,,,
06-09-2019,40/451,Artemecion,09-09-2019,40/452,DKP,50.78566,5.906244,een hekpost Schweiberghoeve,Mechelen,Li,,,,,,,,,,
09-09-2019,40/452,DKP,12-09-2019,40/453,pdv_moto,50.758202,5.683632,tegen hek meetstation hoogte Maaswater,Eijsden,Li,,,,,,,,,,
12-09-2019,40/454,pdv_moto,12-09-2019,40/454,bikedan,51.39705,4.227399,tegen paal straatnaambord Spuiweg,Rilland,Ze,,,,,,,,,,
13-09-2019,40/455,bikedan,13-09-2019,40/455,FastEddy,52.536641,5.732015,"aan poot bord poort 3, Staalwijk",Dronten,Fl,,,,,,,,,,
13-09-2019,40/456,FastEddy,13-09-2019,40/456,HermanK,52.686797,6.771447,"bij bouwsel, Driftplein",Dalen,Dr,,,,,,,,,,
14-09-2019,40/456,HermanK,15-09-2019,40/457,BSI,52.637301,6.53784,aan poot klokkenstoel OLV van Fatima,Schuinesloot,Ov,,,,,,,,,,
15-09-2019,40/457,BSI,20-09-2019,40/459,Janhertog,53.218981,5.905525,in struik bij kunstwerk,Tietjerk,Fr,,,,,,,,,,
20-09-2019,40/459,Janhertog,22-09-2019,40/460,pdv_moto,52.828119,6.045131,aan boom ruiterpad Eikenlaan,Blesdijk,Fr,,,,,,,,,,
22-09-2019,40/461,pdv_moto,22-09-2019,40/462,HighKing,51.981763,4.121225,tegen lantaarnpaal rotonde Strandweg,Hoek van Holland,ZH,,,,,,,,,,
22-09-2019,40/462,HighKing,23-09-2019,40/462,Coenster,52.465848,4.658374,onder tegel gemaaltje Basisweg,Velen-Noord,NH,,,,,,,,,,
23-09-2019,40/463,Coenster,23-09-2019,40/463,Outdoor Man,52.301549,4.626244,aan slagboom P-terrein Park 21,Hoofddorp,NH,,,,,,,,,,
23-09-2019,40/463,Outdoor Man,24-09-2019,40/464,Roeleey,52.385579,4.845797,tegen putrand Molenwerf,Amsterdam,NH,,,,,,,,,,
25-09-2019,40/465,Roeleey,25-09-2019,40/465,Coenster,52.297192,4.958422,onder opstap bushuisje Holendrecht,Amsterdam,NH,,,,,,,,,,
25-09-2019,40/465,Coenster,26-09-2019,40/466,Outdoor Man,52.259119,4.630155,onder dissel bouwkeet Zuiderdreef,Nieuw-Vennep,NH,,,,,,,,,,
26-09-2019,40/466,Outdoor Man,26-09-2019,40/466,Coenster,52.237883,5.141404,achter boom Corverslaan,Hilversum,Ut,,,,,,,,,,
27-09-2019,40/466,Coenster,27-09-2019,40/467,pdv_moto,52.296132,4.505884,tegen boom zweefvliegveld,Noordwijk,ZH,,,,,,,,,,
27-09-2019,40/467,pdv_moto,27-09-2019,40/467,BSI,52.26927,4.75381,tegen paal cameratoezicht Casino Seven,Aalsmeer,NH,,,,,,,,,,
28-09-2019,40/467,BSI,01-10-2019,40/469,pdv_moto,52.192985,5.59649,tegen paaltje 32 Overhorsterweg,Voorthuizen,Ge,,,,,,,,,,
01-10-2019,40/469,pdv_moto,01-10-2019,40/469,Hans89,52.098981,4.294222,"in heg bij Ver Huëllbank, Ver Huëllweg, ",Den Haag,ZH,,,,,,,,,,
02-10-2019,40/469,Hans89,02-10-2019,40/470,jaap43,51.93955,4.491298,"in heg vak P, begraafplaats Crooswijk",Rotterdam,ZH,,,,,,,,,,
02-10-2019,40/470,jaap43,02-10-2019,40/470,Hans89,51.830186,4.67217,"tegen rand laad/losplaats, Industrieweg",Papendrecht,ZH,,,,,,,,,,
02-10-2019,40/470,Hans89,02-10-2019,40/470,WillyvD,51.831664,4.526714,in monument vbrug Oude Maas,Berendrecht,ZH,,,,,,,,,,
03-10-2019,40/471,WillyvD,04-10-2019,40/472,Sjefman,51.635672,4.468275,onder bakje Voorstraat,Fijnaart,NB,,,,,,,,,,
04-10-2019,40/472,Sjefman,04-10-2019,40/473,ey-dzeej,51.868272,4.371707,"in pand Arentis, Mandemakerstraat",Hoogvliet,ZH,,,,,,,,,,
04-10-2019,40/473,ey-dzeej,05-10-2019,40/473,Hans89,51.981595,4.553146,"in boord ""buit eruit"" Strandweg",Zevenhuizen,ZH,,,,,,,,,,
05-10-2019,40/473,Hans89,06-10-2019,40/474,pdv_moto,51.784935,3.869372,achter kastje GSM-mast Brouwersdam,Ouddorp,ZH,,,,,,,,,,
06-10-2019,40/474,pdv_moto,09-10-2019,40/475,Hans89,51.529003,3.446747,tegen paaltje Kerkeweg,Westkapelle,Ze,,,,,,,,,,
09-10-2019,40/476,Hans89,10-10-2019,40/476,jaap43,51.897964,4.530067,tegen hek eiland van Brienenoord,Rotterdam,ZH,,,,,,,,,,
10-10-2019,40/476,jaap43,10-10-2019,40/476,Hans89,51.794384,4.251538,tegen boom uitzicht Beningerwaard,Zuidland,ZH,,,,,,,,,,
10-10-2019,40/477,Hans89,11-10-2019,40/477,Deeffox,51.926425,4.595619,"tegen steunbeer kerk, Kerklaan",Capelle aan den Ijssel,ZH,,,,,,,,,,
11-10-2019,40/477,Deeffox,12-10-2019,40/478,Hans89,51.8214,4.711489,onder boomstam P-terrein huis te Merwe,Dordrecht,ZH,,,,,,,,,,
12-10-2019,40/478,Hans89,12-10-2019,40/478,ey-dzeej,51.948824,4.516646,in monument Manna langs A20,Rotterdam,ZH,,,,,,,,,,
12-10-2019,40/479,ey-dzeej,13-10-2019,40/479,Amauta,51.902421,4.37101,tegen hek Vijfsluizerhaven,Schiedam,ZH,,,,,,,,,,
13-10-2019,40/479,Amauta,15-10-2019,40/480,Outdoor Man,53.121288,6.305343,"tegen boom Jonkertjespad, ",Zevenhuizen,Gr,,,,,,,,,,
15-10-2019,40/481,Outdoor Man,16-10-2019,40/481,Coenster,52.330217,4.671216,tegen hek uitzichtpunt Paviljoenlaan,Hoofddorp,NH,,,,,,,,,,
16-10-2019,40/482,Coenster,16-10-2019,40/482,Artemecion,52.210203,4.669007,aan railing W. van der Veldenweg,Leimuiden,ZH,,,,,,,,,,
17-10-2019,40/482,Artemecion,17-10-2019,40/483,jaap43,52.014348,4.703157,achter schakelkast van Beveringhlaan,Gouda,ZH,,,,,,,,,,
18-10-2019,40/483,jaap43,18-10-2019,40/483,Hans89,51.759387,4.69087,in bunker Noorderelsweg,Dordrecht,ZH,,,,,,,,,,
18-10-2019,40/484,Hans89,19-10-2019,40/484,jaap43,51.93781,4.546433,onder trap Vierkant in de Plas,Rotterdam,ZH,,,,,,,,,,
19-10-2019,40/484,jaap43,19-10-2019,40/485,ey-dzeej,51.998849,4.550374,achter E-huisje Rottedijk,Bleiswijk,ZH,,,,,,,,,,
20-10-2019,40/485,ey-dzeej,21-10-2019,40/486,Hans89,52.030432,4.347083,achter E-huisje Zuiderweg,Rijswijk,ZH,,,,,,,,,,
21-10-2019,40/486,Hans89,23-10-2019,40/486,Outdoor Man,52.008184,4.65225,"tegen geschutsopsttelling, 5e Tochtweg",Moordrecht,ZH,,,,,,,,,,
23-10-2019,40/486,Outdoor Man,24-10-2019,40/487,Coenster,52.507664,4.795767,tegen linkerboom Wormerringdijk,Wormer,NH,,,,,,,,,,
24-10-2019,40/488,Coenster,25-10-2019,40/488,SadBunny,52.117355,5.005435,aan boom P-plaats Termaterweg,Vleuten,Ut,,,,,,,,,,
25-10-2019,40/489,SadBunny,27-10-2019,40/489,pdv_moto,52.234171,4.960344,aan steiger Zandeiland 4,Vinkeveen,Ut,,,,,,,,,,
27-10-2019,40/490,pdv_moto,27-10-2019,40/490,Coenster,52.069854,4.221527,aan perkrand Deltaplein,Kijkduin,ZH,,,,,,,,,,
28-10-2019,40/491,Coenster,28-10-2019,40/491,Picobello BV,52.280261,4.935355,aan steiger veerpontje Holendrecht,Abcoude,Ut,,,,,,,,,,
28-10-2019,40/492,Picobello BV,29-10-2019,40/492,pdv_moto,51.937568,4.327314,tegen paaltje P-plaats Watersportweg,Vlaardingen,ZH,,,,,,,,,,
29-10-2019,40/492,pdv_moto,29-10-2019,40/492,Coenster,52.010571,4.312662,aan boom P-terrein Peulwijk-Oost,Den Hoorn,ZH,,,,,,,,,,
29-10-2019,40/493,Coenster,29-10-2019,40/493,Amauta,52.128856,5.048887,"tegen heg De Fabrique, Westkanaaldijk 7",Utrecht,Ut,,,,,,,,,,
29-10-2019,40/493,Amauta,29-10-2019,40/494,FastEddy,53.104454,6.338676,"tegen landhoofd brug, Bremerweg",de Haspel,Gr,,,,,,,,,,
30-10-2019,40/495,FastEddy,31-10-2019,40/495,pdv_moto,52.995006,6.944702,aan ophaalbrug Brevrijderslaan,Stadskanaal,Gr,,,,,,,,,,
31-10-2019,40/496,pdv_moto,31-10-2019,40/496,Picobello BV,52.094701,4.301349,in heg Kerkhoflaan/Bankastraat,Den Haag,ZH,,,,,,,,,,
31-10-2019,40/496,Picobello BV,31-10-2019,40/497,Hans89,51.955961,4.368563,"onder picknicktafel, Harreweg",Schiedam,ZH,,,,,,,,,,
